CustumerId,Speed,RPM,EngineLoad,Gear ratios,CLUSTER
131505,7,898,44,128.2857142857143,5
133384,7,898,44,128.2857142857143,5
131504,1,917,32,917.0,1
133424,1,917,32,917.0,1
135417,7,946,86,135.14285714285714,5
135469,19,1747,0,91.94736842105263,0
135548,25,1783,43,71.32,0
135547,24,1654,1,68.91666666666666,0
135582,11,879,31,79.9090909090909,0
135612,6,964,36,160.66666666666666,5
135635,7,963,96,137.57142857142856,5
135675,15,1353,9,90.2,0
135790,24,1706,41,71.08333333333334,0
135738,24,1706,41,71.08333333333334,0
135830,25,1783,31,71.32,0
135829,26,1778,20,68.38461538461539,0
135909,22,1550,9,70.45454545454545,0
135936,12,843,38,70.25,0
135977,6,901,42,150.16666666666669,5
136194,6,714,69,119.0,5
136180,6,714,69,119.0,5
136272,5,923,49,184.6,5
136271,8,939,38,117.37499999999999,5
136270,1,914,48,914.0,1
136440,2,886,70,442.99999999999994,4
136356,2,886,70,442.99999999999994,4
136451,2,886,70,442.99999999999994,4
136450,2,1396,55,698.0,1
136552,15,899,26,59.93333333333334,0
136551,12,830,40,69.16666666666666,0
136558,13,956,96,73.53846153846153,0
136584,13,956,96,73.53846153846153,0
136617,17,1240,72,72.94117647058825,0
136557,17,1240,72,72.94117647058825,0
136641,6,880,38,146.66666666666666,5
136751,1,895,58,895.0,1
136797,2,937,55,468.49999999999994,4
136803,2,937,55,468.49999999999994,4
136874,2,937,55,468.49999999999994,4
136893,4,890,71,222.5,2
136956,7,904,58,129.14285714285714,5
137003,7,904,58,129.14285714285714,5
137002,4,908,63,227.0,2
137001,5,953,58,190.6,5
137029,15,1859,42,123.93333333333334,5
137194,14,949,27,67.78571428571429,0
137183,14,949,27,67.78571428571429,0
137182,19,1327,59,69.8421052631579,0
137193,19,1327,59,69.8421052631579,0
137255,26,1806,15,69.46153846153847,0
137290,26,1806,15,69.46153846153847,0
137381,23,1175,0,51.08695652173913,3
137254,23,1175,0,51.08695652173913,3
137380,10,887,1,88.7,0
137387,6,893,35,148.83333333333334,5
137386,9,1095,81,121.66666666666667,5
137486,13,1536,15,118.15384615384615,5
137484,15,1244,72,82.93333333333334,0
137513,24,0,42,0.0,3
137512,27,1897,23,70.25925925925927,0
137564,31,1979,1,63.83870967741936,0
137597,29,1329,46,45.827586206896555,3
137632,33,1470,21,44.54545454545455,3
137684,32,1494,32,46.6875,3
137721,37,1660,26,44.86486486486487,3
137760,34,1558,18,45.8235294117647,3
137827,32,1393,0,43.53125,3
137880,29,1311,30,45.20689655172414,3
137924,29,1261,7,43.48275862068966,3
138016,30,1359,59,45.300000000000004,3
138105,30,1353,5,45.1,3
138202,30,1353,5,45.1,3
138201,27,1221,27,45.22222222222222,3
138200,26,1162,21,44.69230769230769,3
138257,25,1111,20,44.44,3
138285,25,1140,77,45.6,3
138505,34,1526,53,44.88235294117647,3
138364,34,1526,53,44.88235294117647,3
138504,32,1447,0,45.21875,3
138573,27,1254,67,46.44444444444445,3
138569,27,1254,67,46.44444444444445,3
138644,36,1657,74,46.02777777777778,3
138568,36,1657,74,46.02777777777778,3
138643,51,2332,94,45.72549019607843,3
138678,56,1768,34,31.57142857142857,3
138717,44,1410,0,32.04545454545454,3
138772,34,1085,0,31.91176470588235,3
138790,19,926,27,48.73684210526316,3
138849,14,956,81,68.28571428571428,0
138889,13,962,97,74.0,0
138929,23,1634,72,71.04347826086956,0
138968,32,1537,2,48.03125,3
139001,32,1385,9,43.28125000000001,3
139064,29,1299,22,44.793103448275865,3
139063,27,1219,52,45.148148148148145,3
139098,26,1146,27,44.07692307692308,3
139119,21,957,18,45.57142857142858,3
139207,24,1078,94,44.916666666666664,3
139190,24,1078,94,44.916666666666664,3
139257,27,1237,28,45.814814814814824,3
139275,27,1212,20,44.88888888888889,3
139298,29,1303,54,44.93103448275862,3
139338,34,1549,19,45.55882352941177,3
139355,43,1936,45,45.02325581395349,3
139384,43,1920,0,44.651162790697676,3
139413,37,875,28,23.64864864864865,3
139454,23,907,30,39.43478260869565,3
139509,18,916,30,50.888888888888886,3
139587,18,916,30,50.888888888888886,3
139586,12,914,33,76.16666666666667,0
139620,12,1039,96,86.58333333333334,0
139767,12,884,63,73.66666666666666,0
139656,12,884,63,73.66666666666666,0
139766,7,958,34,136.85714285714286,5
139835,3,891,58,297.0,2
139951,2,0,0,0.0,3
140110,16,2058,56,128.625,5
140187,17,1194,37,70.23529411764706,0
140227,19,1329,19,69.94736842105263,0
140250,23,1609,10,69.95652173913044,0
140291,19,1287,0,67.73684210526315,0
140336,22,1573,48,71.5,0
132445,22,1573,48,71.5,0
132444,21,1416,2,67.42857142857142,0
140382,21,1416,2,67.42857142857142,0
140436,16,1168,49,73.0,0
132443,16,1168,49,73.0,0
132442,20,1356,9,67.8,0
140474,20,1356,9,67.8,0
140525,10,910,31,91.0,0
132441,10,910,31,91.0,0
132487,20,1461,3,73.05000000000001,0
132486,22,1545,5,70.22727272727273,0
132485,15,1290,58,86.0,0
132484,20,1545,52,77.25,0
132483,14,930,14,66.42857142857143,0
132505,10,906,14,90.60000000000001,0
132539,5,875,51,175.0,5
132538,5,890,68,178.0,5
132537,5,930,68,186.0,5
132536,3,901,41,300.3333333333333,2
132775,9,1107,79,123.0,5
132770,14,1031,40,73.64285714285714,0
132797,20,1466,64,73.3,0
132796,31,1343,0,43.32258064516129,3
132795,36,1632,23,45.33333333333333,3
132794,35,1585,43,45.285714285714285,3
132793,39,1777,33,45.56410256410256,3
132814,41,1857,42,45.29268292682927,3
132813,40,1848,7,46.2,3
132812,36,1605,0,44.583333333333336,3
132811,32,1397,9,43.65625,3
132810,33,1506,45,45.63636363636363,3
132830,41,1899,83,46.31707317073171,3
132829,47,2194,0,46.68085106382979,3
132828,50,2237,44,44.74,3
132827,34,1188,0,34.94117647058824,3
141050,12,884,64,73.66666666666666,0
132826,10,898,0,89.8,0
132847,12,884,64,73.66666666666666,0
141051,8,804,64,100.49999999999999,0
132849,8,804,64,100.49999999999999,0
141049,24,1639,64,68.29166666666667,0
132845,24,1639,64,68.29166666666667,0
132844,30,1980,64,66.0,0
141048,30,1980,64,66.0,0
141047,31,2196,26,70.83870967741936,0
132838,31,2196,26,70.83870967741936,0
141084,31,0,26,0.0,3
132874,31,0,26,0.0,3
132873,31,0,29,0.0,3
141083,31,0,29,0.0,3
132872,24,914,36,38.083333333333336,3
141082,24,914,36,38.083333333333336,3
141081,23,914,36,39.73913043478261,3
132871,23,914,36,39.73913043478261,3
141080,23,920,35,40.0,3
132870,23,920,35,40.0,3
132914,23,920,36,40.0,3
132913,23,1447,21,62.91304347826088,0
132912,19,882,82,46.421052631578945,3
132911,23,1646,65,71.56521739130434,0
132910,25,1756,16,70.24000000000001,0
132950,23,1604,5,69.73913043478261,0
132949,15,864,29,57.6,0
132948,8,904,37,112.99999999999999,5
132947,3,914,36,304.6666666666667,2
132942,1,915,36,915.0,1
141117,2,841,58,420.5,4
133049,2,841,58,420.5,4
133048,4,925,36,231.25,2
141116,4,925,36,231.25,2
133130,2,1387,29,693.5,1
141190,2,1387,29,693.5,1
141188,10,846,36,84.60000000000001,0
133129,10,846,36,84.60000000000001,0
133128,7,870,34,124.28571428571428,5
141187,7,870,34,124.28571428571428,5
141186,11,1357,38,123.36363636363636,5
133127,11,1357,38,123.36363636363636,5
133169,14,1807,7,129.07142857142858,5
133168,6,840,34,140.0,5
133167,1,900,35,900.0000000000001,1
133162,2,900,61,450.0,4
133214,7,898,36,128.2857142857143,5
133213,2,914,35,457.0,4
133211,2,934,0,466.99999999999994,4
141214,4,923,53,230.74999999999997,2
141254,8,896,32,112.0,5
141286,8,896,32,112.0,5
133282,6,896,38,149.33333333333334,5
133300,8,1018,59,127.25,5
133299,9,907,23,100.77777777777777,0
133298,7,921,32,131.57142857142856,5
133323,6,928,34,154.66666666666669,5
133322,4,918,37,229.50000000000003,2
133321,3,862,63,287.3333333333333,2
133320,7,966,28,138.0,5
133319,10,1265,5,126.5,5
133358,8,1003,16,125.375,5
133357,7,917,30,131.0,5
133356,2,912,34,456.0,4
133389,2,913,56,456.49999999999994,4
133388,4,921,27,230.25,2
133387,1,913,36,913.0,1
133428,2,926,51,463.0,4
133427,3,901,35,300.3333333333333,2
133426,2,914,37,457.0,4
133472,6,914,35,152.33333333333331,5
133471,1,916,36,916.0,1
133526,1,888,65,888.0,1
133525,8,979,32,122.37499999999999,5
133524,6,913,36,152.16666666666666,5
133572,1,919,35,919.0,1
133571,2,902,46,451.0,4
133570,3,911,43,303.66666666666663,2
133569,3,931,34,310.3333333333333,2
133596,2,943,49,471.50000000000006,4
133595,2,911,49,455.5,4
133632,1,743,71,742.9999999999999,1
133631,11,743,12,67.54545454545455,0
133630,12,0,31,0.0,3
133656,12,1552,16,129.33333333333334,5
133655,12,1552,15,129.33333333333334,5
133654,12,1392,11,116.0,5
133653,11,1404,16,127.63636363636364,5
133652,11,1094,1,99.45454545454544,0
133708,4,894,30,223.5,2
133707,1,893,35,893.0000000000001,1
133706,3,946,42,315.3333333333333,2
133704,1,919,34,919.0,1
133759,3,951,55,317.00000000000006,2
133758,2,907,37,453.50000000000006,4
133786,1,846,70,845.9999999999999,1
133784,5,919,29,183.8,5
133783,2,890,52,444.99999999999994,4
133782,5,917,37,183.4,5
133781,1,918,36,918.0,1
133853,1,871,34,871.0,1
133852,1,909,36,909.0,1
133906,2,917,56,458.5,4
141282,2,917,56,458.5,4
141250,2,917,56,458.5,4
133904,3,892,47,297.3333333333333,2
141354,3,892,47,297.3333333333333,2
133941,1,927,36,927.0000000000001,1
133937,1,894,92,894.0,1
133981,7,936,14,133.71428571428572,5
133980,7,913,43,130.42857142857144,5
133979,11,1434,42,130.36363636363637,5
133978,14,1649,3,117.78571428571429,5
133977,3,888,0,296.0,2
134020,3,876,37,292.0,2
134019,3,928,43,309.3333333333333,2
134018,1,1207,57,1207.0,1
134017,5,888,45,177.6,5
134013,5,870,51,173.99999999999997,5
134070,7,898,32,128.2857142857143,5
141353,7,898,32,128.2857142857143,5
141352,8,1344,60,168.0,5
134069,8,1344,60,168.0,5
134068,5,881,30,176.2,5
141351,5,881,30,176.2,5
134067,6,815,98,135.83333333333334,5
141370,6,815,98,135.83333333333334,5
141369,6,3,23,0.5,3
134066,6,3,23,0.5,3
141368,6,1511,10,251.83333333333334,2
141367,6,988,9,164.66666666666669,5
141366,13,934,51,71.84615384615385,0
141393,13,890,46,68.46153846153847,0
141391,7,903,38,129.0,5
141390,6,966,40,161.0,5
141389,1,908,35,907.9999999999999,1
134399,12,1534,43,127.83333333333331,5
134436,14,1026,72,73.28571428571429,0
141632,14,1026,72,73.28571428571429,0
134435,17,1153,14,67.82352941176471,0
141631,17,1153,14,67.82352941176471,0
141630,17,1236,43,72.70588235294117,0
134434,17,1236,43,72.70588235294117,0
134433,20,1394,42,69.7,0
141629,20,1394,42,69.7,0
134432,21,1514,9,72.09523809523809,0
141743,21,1514,9,72.09523809523809,0
134485,20,1395,5,69.75,0
134484,10,883,25,88.3,0
134483,9,923,23,102.55555555555556,0
134482,6,920,0,153.33333333333334,5
134481,5,920,25,184.0,5
141742,7,888,25,126.85714285714286,5
141741,7,894,36,127.71428571428572,5
141740,6,919,36,153.16666666666666,5
141739,2,918,35,459.0,4
134889,1,811,29,811.0,1
134929,1,915,28,915.0,1
134927,14,1824,31,130.28571428571428,5
134926,16,1162,53,72.625,0
134925,20,1384,39,69.2,0
134973,15,1043,3,69.53333333333333,0
134972,10,903,82,90.3,0
134971,14,970,0,69.28571428571429,0
134970,9,886,32,98.44444444444444,0
134969,11,912,73,82.9090909090909,0
135025,14,1013,74,72.35714285714286,0
135024,7,872,10,124.57142857142858,5
135023,8,856,40,107.0,5
135022,6,871,66,145.16666666666666,5
135021,6,914,21,152.33333333333331,5
135070,6,888,72,148.0,5
135069,8,960,49,120.0,5
135068,14,1000,49,71.42857142857143,0
135067,17,1225,11,72.05882352941177,0
135066,17,1152,41,67.76470588235294,0
135109,19,1340,50,70.52631578947368,0
135108,21,1470,14,70.0,0
135107,19,1325,10,69.73684210526316,0
135106,21,1468,32,69.9047619047619,0
135105,23,1599,17,69.52173913043478,0
135153,24,1692,32,70.5,0
135152,25,1750,16,70.0,0
135151,27,1819,18,67.37037037037037,0
135150,29,1311,61,45.20689655172414,3
135149,33,1478,19,44.78787878787878,3
135190,33,1463,28,44.333333333333336,3
135189,33,1495,32,45.303030303030305,3
135188,34,1592,34,46.8235294117647,3
135187,37,1685,41,45.54054054054055,3
135186,41,1327,66,32.36585365853659,3
135235,43,1433,19,33.32558139534884,3
135234,41,1322,0,32.24390243902439,3
135233,42,1378,54,32.80952380952381,3
135232,48,1541,58,32.104166666666664,3
135231,54,1761,82,32.611111111111114,3
135256,51,1646,0,32.27450980392157,3
142005,51,1646,0,32.27450980392157,3
142003,48,1576,57,32.833333333333336,3
135255,48,1576,57,32.833333333333336,3
142001,49,1587,6,32.38775510204081,3
135254,49,1587,6,32.38775510204081,3
135253,47,1504,19,32.0,3
142125,47,1504,19,32.0,3
142124,46,1491,6,32.41304347826087,3
135252,46,1491,6,32.41304347826087,3
135311,46,1462,2,31.782608695652176,3
135309,43,1403,41,32.627906976744185,3
135308,45,1438,3,31.955555555555552,3
135307,41,1310,41,31.95121951219512,3
135306,45,1444,52,32.08888888888889,3
135334,45,1428,11,31.733333333333334,3
135333,43,1391,7,32.348837209302324,3
135332,43,1400,25,32.55813953488372,3
135331,44,1423,46,32.34090909090909,3
135330,46,1462,12,31.782608695652176,3
135372,44,1424,10,32.36363636363637,3
135371,42,1357,29,32.30952380952381,3
135370,42,1358,45,32.33333333333333,3
135369,42,1357,45,32.30952380952381,3
135368,39,1257,12,32.23076923076923,3
135422,33,880,16,26.666666666666664,3
135421,29,911,25,31.41379310344827,3
135420,23,916,23,39.826086956521735,3
135419,19,1272,23,66.94736842105263,0
135418,21,1699,42,80.90476190476191,0
135474,24,1681,3,70.04166666666666,0
135473,19,1409,0,74.15789473684211,0
135472,19,1334,21,70.21052631578947,0
135471,19,1280,4,67.36842105263159,0
135470,13,875,17,67.3076923076923,0
135500,13,1168,75,89.84615384615384,0
135499,27,1836,3,68.0,0
135498,24,1570,0,65.41666666666667,0
135497,21,1457,45,69.38095238095238,0
135496,20,1278,0,63.900000000000006,0
142123,19,1418,27,74.63157894736842,0
142122,25,1781,34,71.24,0
142121,29,2122,54,73.17241379310346,0
142212,34,1582,40,46.529411764705884,3
142211,31,1408,0,45.41935483870968,3
142210,28,1294,43,46.214285714285715,3
135552,32,1462,32,45.6875,3
135551,39,1753,62,44.94871794871795,3
135550,37,1663,0,44.945945945945944,3
135549,32,1415,27,44.21874999999999,3
135587,31,1403,1,45.25806451612903,3
135586,29,1278,5,44.06896551724138,3
135585,24,1092,0,45.5,3
135584,14,939,18,67.07142857142857,0
135583,21,1496,38,71.23809523809524,0
135617,20,1438,14,71.9,0
135616,24,1686,14,70.25,0
135615,24,1682,24,70.08333333333333,0
135614,29,2013,28,69.41379310344828,0
135613,23,1602,0,69.65217391304347,0
135640,23,1609,4,69.95652173913044,0
135639,18,1281,0,71.16666666666667,0
135638,15,1045,39,69.66666666666667,0
135637,14,1002,12,71.57142857142857,0
135636,12,881,42,73.41666666666667,0
135680,14,959,72,68.5,0
135679,16,1154,45,72.125,0
135678,23,1636,48,71.13043478260869,0
135677,25,1753,11,70.12,0
135676,21,1463,2,69.66666666666667,0
142209,20,1371,12,68.55,0
135743,20,1371,12,68.55,0
135742,16,1122,12,70.125,0
142208,16,1122,12,70.125,0
142305,25,1776,54,71.04,0
135741,25,1776,54,71.04,0
142304,35,2420,41,69.14285714285714,0
135740,35,2420,41,69.14285714285714,0
142303,38,1716,49,45.1578947368421,3
135739,38,1716,49,45.1578947368421,3
142302,37,1637,1,44.24324324324324,3
142301,27,1200,0,44.44444444444444,3
142437,26,1182,7,45.46153846153846,3
142436,24,991,12,41.29166666666667,3
142435,22,1022,12,46.45454545454546,3
142434,26,1170,58,45.0,3
135795,27,1196,46,44.2962962962963,3
135794,28,1271,46,45.392857142857146,3
135793,26,1199,5,46.11538461538461,3
135792,29,0,60,0.0,3
135791,36,1536,55,42.666666666666664,3
135834,30,1536,0,51.2,3
135833,27,64,6,2.3703703703703702,3
135832,27,1233,39,45.666666666666664,3
135831,28,1287,61,45.964285714285715,3
135867,32,1443,30,45.09375,3
135866,31,1423,37,45.903225806451616,3
135865,32,1454,44,45.4375,3
135864,32,1459,27,45.59375,3
135863,30,1319,52,43.96666666666666,3
135914,33,1514,46,45.87878787878788,3
135913,34,1544,38,45.411764705882355,3
135912,36,1602,38,44.5,3
135911,31,1468,28,47.35483870967742,3
135910,35,1597,41,45.628571428571426,3
135941,39,1751,49,44.8974358974359,3
135940,41,1835,36,44.75609756097561,3
135939,43,1941,47,45.13953488372093,3
135938,46,1511,43,32.84782608695652,3
135937,51,1640,23,32.15686274509804,3
135982,52,1687,12,32.44230769230769,3
135981,55,1775,36,32.27272727272727,3
135980,58,1870,32,32.241379310344826,3
135979,61,1949,36,31.950819672131146,3
135978,63,2031,42,32.23809523809524,3
136029,63,1518,46,24.095238095238095,3
136028,66,1613,48,24.439393939393938,3
136027,66,1614,30,24.454545454545453,3
136026,67,1616,26,24.119402985074625,3
136025,66,1613,21,24.439393939393938,3
142433,65,1590,25,24.46153846153846,3
136055,65,1590,25,24.46153846153846,3
142548,66,1606,32,24.333333333333336,3
136054,66,1606,32,24.333333333333336,3
142547,65,1565,10,24.076923076923077,3
136053,65,1565,10,24.076923076923077,3
142546,63,1540,25,24.444444444444443,3
136052,63,1540,25,24.444444444444443,3
136051,64,1545,29,24.140625,3
142545,64,1545,29,24.140625,3
136101,62,1507,16,24.306451612903228,3
136100,62,1513,34,24.403225806451612,3
136099,64,1544,31,24.125,3
136098,65,1579,36,24.292307692307695,3
136097,64,1548,16,24.187500000000004,3
142544,63,1544,32,24.507936507936506,3
136163,63,1544,32,24.507936507936506,3
142644,64,1559,49,24.359375,3
136162,64,1559,49,24.359375,3
136161,67,1639,44,24.46268656716418,3
142643,67,1639,44,24.46268656716418,3
142642,68,1649,24,24.25,3
136160,68,1649,24,24.25,3
136159,67,1644,35,24.537313432835823,3
142641,67,1644,35,24.537313432835823,3
136186,67,1599,15,23.865671641791042,3
142640,67,1599,15,23.865671641791042,3
142779,64,1555,16,24.296875,3
136184,64,1555,16,24.296875,3
142778,64,1550,24,24.218749999999996,3
136183,64,1550,24,24.218749999999996,3
136182,63,1541,19,24.460317460317462,3
142777,63,1541,19,24.460317460317462,3
136181,63,1528,16,24.253968253968253,3
142776,63,1528,16,24.253968253968253,3
136203,61,1473,17,24.147540983606557,3
136201,61,1463,17,23.983606557377048,3
136198,61,1435,17,23.524590163934423,3
136197,58,1391,49,23.98275862068966,3
136195,57,1390,49,24.385964912280706,3
142775,56,3,60,0.05357142857142857,3
142914,58,1366,72,23.551724137931036,3
142913,61,1483,40,24.311475409836063,3
142912,61,1482,18,24.295081967213115,3
142911,61,1450,11,23.770491803278688,3
142910,59,1450,21,24.576271186440678,3
143032,59,1428,41,24.203389830508474,3
143031,60,1448,47,24.133333333333336,3
143029,3,1543,54,514.3333333333334,4
143146,65,1584,33,24.369230769230768,3
136275,66,1601,32,24.257575757575758,3
136274,66,1611,30,24.409090909090907,3
136273,66,1607,31,24.34848484848485,3
143145,67,1627,37,24.28358208955224,3
136361,67,1627,37,24.28358208955224,3
143144,68,1642,30,24.147058823529413,3
136360,68,1642,30,24.147058823529413,3
136359,65,1594,3,24.52307692307692,3
143143,65,1594,3,24.52307692307692,3
143141,64,1562,38,24.406250000000004,3
136358,64,1562,38,24.406250000000004,3
143255,67,1623,51,24.223880597014926,3
136357,67,1623,51,24.223880597014926,3
143254,70,1708,51,24.4,3
143253,72,1757,34,24.402777777777782,3
143252,72,1757,26,24.402777777777782,3
143251,72,1749,4,24.291666666666668,3
143367,67,1636,0,24.417910447761194,3
143366,66,1598,0,24.212121212121215,3
143365,65,1569,0,24.138461538461538,3
143364,63,1527,0,24.238095238095237,3
143363,63,1521,0,24.142857142857142,3
143457,63,1542,37,24.476190476190478,3
143456,65,1568,1,24.123076923076923,3
143455,57,1375,0,24.12280701754386,3
143454,54,1319,4,24.425925925925927,3
136448,54,1319,4,24.425925925925927,3
143453,46,888,20,19.304347826086957,3
136447,46,888,20,19.304347826086957,3
136443,46,1482,47,32.21739130434783,3
143526,46,1482,47,32.21739130434783,3
136442,51,1649,51,32.333333333333336,3
143525,51,1649,51,32.333333333333336,3
143524,52,1663,34,31.98076923076923,3
136441,52,1663,34,31.98076923076923,3
136459,46,1475,0,32.065217391304344,3
136458,45,1443,11,32.06666666666667,3
136453,45,1455,45,32.33333333333333,3
136452,45,1435,36,31.88888888888889,3
143523,36,868,20,24.11111111111111,3
143522,35,1564,33,44.68571428571428,3
143604,40,1812,58,45.3,3
143603,43,1452,21,33.76744186046512,3
143602,46,1536,18,33.391304347826086,3
143601,46,1489,21,32.369565217391305,3
143599,51,1656,57,32.470588235294116,3
136550,51,1656,57,32.470588235294116,3
143707,54,1748,38,32.37037037037037,3
143775,54,1748,38,32.37037037037037,3
136549,54,1748,38,32.37037037037037,3
143706,58,1857,41,32.01724137931034,3
143774,58,1857,41,32.01724137931034,3
136548,58,1857,41,32.01724137931034,3
136547,59,1882,28,31.898305084745765,3
143705,59,1882,28,31.898305084745765,3
143773,59,1882,28,31.898305084745765,3
136546,57,1834,9,32.175438596491226,3
143704,57,1834,9,32.175438596491226,3
143772,57,1834,9,32.175438596491226,3
136545,55,1741,2,31.654545454545456,3
143771,55,1741,2,31.654545454545456,3
143703,55,1741,2,31.654545454545456,3
136556,48,1524,0,31.749999999999996,3
136555,43,1291,0,30.023255813953487,3
136554,40,1286,20,32.15,3
136553,44,1442,20,32.77272727272727,3
143857,45,1458,37,32.4,3
136561,45,1458,37,32.4,3
136560,45,1472,37,32.71111111111111,3
143856,45,1472,37,32.71111111111111,3
136559,48,1552,0,32.333333333333336,3
143855,48,1552,0,32.333333333333336,3
136590,48,1542,0,32.125,3
136589,48,1561,35,32.520833333333336,3
136588,49,1589,23,32.42857142857143,3
136587,48,1521,23,31.6875,3
136586,45,1408,16,31.288888888888888,3
136622,44,0,14,0.0,3
136621,48,64,50,1.3333333333333335,3
136620,50,1648,46,32.96,3
136619,50,1712,53,34.24,3
136618,53,1654,2,31.20754716981132,3
136646,44,1406,0,31.954545454545453,3
136645,44,1412,21,32.09090909090909,3
136644,44,1437,43,32.65909090909091,3
136643,39,1498,0,38.410256410256416,3
136642,37,1653,25,44.67567567567568,3
136692,39,1791,63,45.92307692307692,3
136691,47,2105,48,44.78723404255319,3
136690,45,2042,0,45.37777777777777,3
136689,45,2069,57,45.97777777777778,3
136688,50,2237,3,44.74,3
136731,46,1502,0,32.65217391304348,3
136730,44,1447,15,32.88636363636363,3
136729,47,1522,52,32.38297872340425,3
136728,49,1571,4,32.06122448979592,3
136727,46,1492,32,32.43478260869565,3
136756,46,1438,8,31.260869565217394,3
136755,40,1277,0,31.925,3
136754,37,1709,56,46.189189189189186,3
136753,42,1908,41,45.42857142857143,3
136752,42,1883,4,44.833333333333336,3
143854,31,1399,12,45.12903225806451,3
136802,31,1399,12,45.12903225806451,3
143853,32,1434,12,44.81249999999999,3
136801,32,1434,12,44.81249999999999,3
143940,34,1544,20,45.411764705882355,3
136800,34,1544,20,45.411764705882355,3
136799,31,1422,9,45.87096774193548,3
143939,31,1422,9,45.87096774193548,3
136798,30,1375,30,45.833333333333336,3
143938,30,1375,30,45.833333333333336,3
143937,35,1575,49,45.0,3
136808,35,1575,49,45.0,3
136807,37,1660,52,44.86486486486487,3
143936,37,1660,52,44.86486486486487,3
136806,35,1596,3,45.6,3
144017,35,1596,3,45.6,3
136805,33,1475,9,44.696969696969695,3
144016,33,1475,9,44.696969696969695,3
144015,22,864,0,39.27272727272727,3
136804,22,864,0,39.27272727272727,3
144014,11,904,23,82.18181818181819,0
144013,4,877,34,219.25,2
144129,10,1301,57,130.1,5
144128,20,1981,0,99.05,0
144127,26,1824,51,70.15384615384616,0
136884,28,1946,41,69.5,0
136883,29,1322,37,45.58620689655173,3
136881,33,1474,42,44.666666666666664,3
136880,33,1516,48,45.939393939393945,3
136877,41,1834,40,44.731707317073166,3
136903,41,1802,40,43.951219512195124,3
136899,41,1784,40,43.512195121951216,3
136898,40,1785,37,44.625,3
136897,36,1655,25,45.97222222222222,3
136894,41,1777,36,43.34146341463415,3
144126,45,2091,41,46.46666666666667,3
136961,45,2091,41,46.46666666666667,3
136960,48,1528,30,31.833333333333332,3
144124,48,1528,30,31.833333333333332,3
136959,47,1564,0,33.27659574468085,3
144212,47,1564,0,33.27659574468085,3
144211,49,1564,12,31.918367346938776,3
136958,49,1564,12,31.918367346938776,3
136957,49,1561,0,31.857142857142854,3
144210,49,1561,0,31.857142857142854,3
144209,47,1473,0,31.340425531914896,3
144208,46,0,5,0.0,3
144301,46,0,14,0.0,3
144300,45,1467,5,32.599999999999994,3
144299,43,1361,0,31.651162790697672,3
144298,38,1236,60,32.526315789473685,3
144297,38,1233,53,32.44736842105263,3
144362,40,1294,65,32.35,3
144361,41,1317,5,32.1219512195122,3
144360,39,1249,5,32.02564102564102,3
144359,38,1252,70,32.94736842105263,3
144358,41,1315,44,32.073170731707314,3
137006,36,909,0,25.250000000000004,3
137005,38,1725,51,45.39473684210526,3
137004,46,2081,55,45.23913043478261,3
137034,52,2147,2,41.28846153846154,3
137033,48,1536,0,32.0,3
137032,43,1398,61,32.51162790697675,3
137031,43,1388,48,32.27906976744186,3
137030,47,1535,25,32.65957446808511,3
144405,49,1593,34,32.51020408163265,3
144404,49,1592,34,32.48979591836735,3
144403,53,1710,53,32.26415094339623,3
144402,55,1763,38,32.054545454545455,3
144401,54,1738,32,32.18518518518518,3
144498,53,1726,31,32.56603773584906,3
144453,53,1726,31,32.56603773584906,3
144452,58,1871,50,32.25862068965517,3
144497,58,1871,50,32.25862068965517,3
144496,60,1954,30,32.56666666666667,3
144451,60,1954,30,32.56666666666667,3
144495,62,1993,30,32.14516129032258,3
144450,62,1993,30,32.14516129032258,3
144449,55,1779,0,32.345454545454544,3
144494,55,1779,0,32.345454545454544,3
144575,53,1740,7,32.83018867924529,3
144574,53,1703,43,32.13207547169811,3
144573,57,1839,51,32.26315789473684,3
144572,61,907,10,14.868852459016395,3
144571,64,1550,79,24.218749999999996,3
144658,68,1652,79,24.294117647058822,3
144657,70,1708,34,24.4,3
144656,67,1576,7,23.522388059701495,3
144655,56,1383,9,24.69642857142857,3
137186,56,1383,9,24.69642857142857,3
144654,57,1388,65,24.35087719298246,3
137185,57,1388,65,24.35087719298246,3
144699,54,1287,12,23.83333333333333,3
137184,54,1287,12,23.83333333333333,3
137198,53,1286,77,24.264150943396228,3
137197,53,1289,50,24.32075471698113,3
137196,51,1231,0,24.137254901960784,3
137195,46,1496,31,32.52173913043478,3
137237,43,1410,18,32.7906976744186,3
137236,44,1410,51,32.04545454545454,3
137235,47,1512,50,32.170212765957444,3
137234,50,1622,43,32.44,3
137233,50,1628,2,32.56,3
137232,49,1581,20,32.26530612244898,3
137259,48,1533,16,31.9375,3
144698,48,1533,16,31.9375,3
144697,47,1506,16,32.04255319148936,3
137258,47,1506,16,32.04255319148936,3
137257,50,1644,16,32.88,3
144696,50,1644,16,32.88,3
144695,52,1674,27,32.19230769230769,3
137256,52,1674,27,32.19230769230769,3
137295,56,1751,27,31.267857142857146,3
137294,64,2017,67,31.515624999999996,3
137293,67,2175,68,32.46268656716418,3
137292,62,2010,0,32.41935483870967,3
137291,65,2010,49,30.92307692307692,3
144775,64,2124,39,33.1875,3
144774,66,2134,0,32.333333333333336,3
144773,66,1602,31,24.272727272727273,3
